study_uid,series_uid,source,dicom_dir,zarr_path,zarr_exists,dicom_exists,dicom_size_bytes
1.2.826.0.1.3680043.8.498.12574270269124650675934073761741661292,1.2.826.0.1.3680043.8.498.88926092114271925298258539086062885982,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12574270269124650675934073761741661292/1.2.826.0.1.3680043.8.498.88926092114271925298258539086062885982,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12574270269124650675934073761741661292/1.2.826.0.1.3680043.8.498.88926092114271925298258539086062885982.zarr,True,True,40159162
1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993,1.2.826.0.1.3680043.8.498.12468151665433405700142648074533919173,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.12468151665433405700142648074533919173,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.12468151665433405700142648074533919173.zarr,True,True,69255044
1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993,1.2.826.0.1.3680043.8.498.70494600475395315445921851526039286919,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.70494600475395315445921851526039286919,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.70494600475395315445921851526039286919.zarr,True,True,24712054
1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993,1.2.826.0.1.3680043.8.498.76154803455618780654305632158339330939,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.76154803455618780654305632158339330939,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.76154803455618780654305632158339330939.zarr,True,True,17351124
1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993,1.2.826.0.1.3680043.8.498.82674395897986868671375564375095409997,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.82674395897986868671375564375095409997,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.82674395897986868671375564375095409997.zarr,True,True,98636660
1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993,1.2.826.0.1.3680043.8.498.88238994076514642388988388522756590852,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.88238994076514642388988388522756590852,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993/1.2.826.0.1.3680043.8.498.88238994076514642388988388522756590852.zarr,True,True,17351088
1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298,1.2.826.0.1.3680043.8.498.11533938700541278622422694860439869461,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.11533938700541278622422694860439869461,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.11533938700541278622422694860439869461.zarr,True,True,14723356
1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298,1.2.826.0.1.3680043.8.498.12032186960327537843100962756039637340,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.12032186960327537843100962756039637340,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.12032186960327537843100962756039637340.zarr,True,True,9465298
1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298,1.2.826.0.1.3680043.8.498.12889804120947853135974851021000509714,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.12889804120947853135974851021000509714,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.12889804120947853135974851021000509714.zarr,True,True,19456804
1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298,1.2.826.0.1.3680043.8.498.29048745169190458326746294475957425229,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.29048745169190458326746294475957425229,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.29048745169190458326746294475957425229.zarr,True,True,9465412
1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298,1.2.826.0.1.3680043.8.498.40428847949037170280316872366979925878,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.40428847949037170280316872366979925878,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.40428847949037170280316872366979925878.zarr,True,True,14723890
1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298,1.2.826.0.1.3680043.8.498.84416797682016216725771415993625950520,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.84416797682016216725771415993625950520,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298/1.2.826.0.1.3680043.8.498.84416797682016216725771415993625950520.zarr,True,True,8939618
1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431,1.2.826.0.1.3680043.8.498.12333374080887330762304608152978379492,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.12333374080887330762304608152978379492,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.12333374080887330762304608152978379492.zarr,True,True,15775018
1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431,1.2.826.0.1.3680043.8.498.32888321929909832918725866186239671012,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.32888321929909832918725866186239671012,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.32888321929909832918725866186239671012.zarr,True,True,19980778
1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431,1.2.826.0.1.3680043.8.498.80583742170789066543079553992055808228,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.80583742170789066543079553992055808228,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.80583742170789066543079553992055808228.zarr,True,True,19980596
1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431,1.2.826.0.1.3680043.8.498.95888677565579339893553769811147859768,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.95888677565579339893553769811147859768,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431/1.2.826.0.1.3680043.8.498.95888677565579339893553769811147859768.zarr,True,True,15773878
1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184,1.2.826.0.1.3680043.8.498.22134575882004981137927401588931449167,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.22134575882004981137927401588931449167,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.22134575882004981137927401588931449167.zarr,True,True,12090080
1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184,1.2.826.0.1.3680043.8.498.25694734145948789049859706817809879750,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.25694734145948789049859706817809879750,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.25694734145948789049859706817809879750.zarr,True,True,5631068
1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184,1.2.826.0.1.3680043.8.498.60132801491926083582491700083257138231,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.60132801491926083582491700083257138231,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.60132801491926083582491700083257138231.zarr,True,True,14771304
1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184,1.2.826.0.1.3680043.8.498.66867725389593247784367071445863334495,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.66867725389593247784367071445863334495,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.66867725389593247784367071445863334495.zarr,True,True,5629922
1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184,1.2.826.0.1.3680043.8.498.73669439454573927434413980181936688322,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.73669439454573927434413980181936688322,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184/1.2.826.0.1.3680043.8.498.73669439454573927434413980181936688322.zarr,True,True,5926214
1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468,1.2.826.0.1.3680043.8.498.11396537222638624188257089493757656177,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.11396537222638624188257089493757656177,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.11396537222638624188257089493757656177.zarr,True,True,14723288
1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468,1.2.826.0.1.3680043.8.498.11493460537397554101966692201369949642,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.11493460537397554101966692201369949642,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.11493460537397554101966692201369949642.zarr,True,True,15773878
1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468,1.2.826.0.1.3680043.8.498.80950261237384147034766223330486809626,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.80950261237384147034766223330486809626,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.80950261237384147034766223330486809626.zarr,True,True,16825848
1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468,1.2.826.0.1.3680043.8.498.87674189798986780550750885797184545833,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.87674189798986780550750885797184545833,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468/1.2.826.0.1.3680043.8.498.87674189798986780550750885797184545833.zarr,True,True,16825780
1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918,1.2.826.0.1.3680043.8.498.12542962550577487218207639148838778052,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.12542962550577487218207639148838778052,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.12542962550577487218207639148838778052.zarr,True,True,7218380
1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918,1.2.826.0.1.3680043.8.498.14370125155144367669397352426783244294,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.14370125155144367669397352426783244294,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.14370125155144367669397352426783244294.zarr,True,True,8297894
1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918,1.2.826.0.1.3680043.8.498.52144614390949620175088532265017443260,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.52144614390949620175088532265017443260,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.52144614390949620175088532265017443260.zarr,True,True,5774590
1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918,1.2.826.0.1.3680043.8.498.59474694716257683823663043288849543326,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.59474694716257683823663043288849543326,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.59474694716257683823663043288849543326.zarr,True,True,10372448
1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918,1.2.826.0.1.3680043.8.498.79082476308244383822509323373638035695,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.79082476308244383822509323373638035695,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918/1.2.826.0.1.3680043.8.498.79082476308244383822509323373638035695.zarr,True,True,6599536
1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691,1.2.826.0.1.3680043.8.498.12582497901289250157974715882272899395,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.12582497901289250157974715882272899395,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.12582497901289250157974715882272899395.zarr,True,True,12094950
1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691,1.2.826.0.1.3680043.8.498.29420598173399898471807075158001264762,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.29420598173399898471807075158001264762,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.29420598173399898471807075158001264762.zarr,True,True,12094562
1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691,1.2.826.0.1.3680043.8.498.57295782492759965190052958926881447387,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.57295782492759965190052958926881447387,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.57295782492759965190052958926881447387.zarr,True,True,12620864
1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691,1.2.826.0.1.3680043.8.498.67478273558923484459672806371210877150,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.67478273558923484459672806371210877150,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.67478273558923484459672806371210877150.zarr,True,True,2785556
1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691,1.2.826.0.1.3680043.8.498.97990363686186146579545673010033986066,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.97990363686186146579545673010033986066,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691/1.2.826.0.1.3680043.8.498.97990363686186146579545673010033986066.zarr,True,True,11042602
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.11119341733412446515084456525158577841,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.11119341733412446515084456525158577841,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.11119341733412446515084456525158577841.zarr,True,True,10868732
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762.zarr,True,True,37164658
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.13121937699482340490162573230225984913,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.13121937699482340490162573230225984913,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.13121937699482340490162573230225984913.zarr,True,True,32828638
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.27146062832035348929206890381154881403,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.27146062832035348929206890381154881403,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.27146062832035348929206890381154881403.zarr,True,True,20119486
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.36400594315548091590932574077827580913,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.36400594315548091590932574077827580913,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.36400594315548091590932574077827580913.zarr,True,True,7397376
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.37032826821035854589423026056104771845,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.37032826821035854589423026056104771845,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.37032826821035854589423026056104771845.zarr,True,True,29783458
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.48596041693374046380061484793643395950,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.48596041693374046380061484793643395950,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.48596041693374046380061484793643395950.zarr,True,True,24621776
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.70201249295424498000016311954668156569,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.70201249295424498000016311954668156569,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.70201249295424498000016311954668156569.zarr,True,True,15248836
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.98290219265386633983477854129759284108,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.98290219265386633983477854129759284108,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973/1.2.826.0.1.3680043.8.498.98290219265386633983477854129759284108.zarr,True,True,39710718
1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242,1.2.826.0.1.3680043.8.498.13084875690073690187107322574241334371,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.13084875690073690187107322574241334371,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.13084875690073690187107322574241334371.zarr,True,True,5362128
1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242,1.2.826.0.1.3680043.8.498.15563016142287247352911382199307635606,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.15563016142287247352911382199307635606,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.15563016142287247352911382199307635606.zarr,True,True,3973256
1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242,1.2.826.0.1.3680043.8.498.28523586288915059762662248308970052791,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.28523586288915059762662248308970052791,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.28523586288915059762662248308970052791.zarr,True,True,3445512
1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242,1.2.826.0.1.3680043.8.498.80372377765106522940357379591889909096,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.80372377765106522940357379591889909096,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.80372377765106522940357379591889909096.zarr,True,True,3709888
1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242,1.2.826.0.1.3680043.8.498.95670931706266047331772172085105426379,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.95670931706266047331772172085105426379,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242/1.2.826.0.1.3680043.8.498.95670931706266047331772172085105426379.zarr,True,True,3973676
1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159,1.2.826.0.1.3680043.8.498.12650167130655713645807960475222818047,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.12650167130655713645807960475222818047,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.12650167130655713645807960475222818047.zarr,True,True,28727226
1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159,1.2.826.0.1.3680043.8.498.12803037699082480306633482790012748409,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.12803037699082480306633482790012748409,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.12803037699082480306633482790012748409.zarr,True,True,35437498
1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159,1.2.826.0.1.3680043.8.498.71162599891029344251747195370151956217,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.71162599891029344251747195370151956217,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.71162599891029344251747195370151956217.zarr,True,True,24623400
1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159,1.2.826.0.1.3680043.8.498.75094499907214968747718308448592898104,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.75094499907214968747718308448592898104,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.75094499907214968747718308448592898104.zarr,True,True,28791776
1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159,1.2.826.0.1.3680043.8.498.75297579259988973493932554142852438862,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.75297579259988973493932554142852438862,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159/1.2.826.0.1.3680043.8.498.75297579259988973493932554142852438862.zarr,True,True,11686822
1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990,1.2.826.0.1.3680043.8.498.11603610699738380277691196583030115296,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.11603610699738380277691196583030115296,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.11603610699738380277691196583030115296.zarr,True,True,16575372
1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990,1.2.826.0.1.3680043.8.498.25051043385554726329960468479103584806,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.25051043385554726329960468479103584806,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.25051043385554726329960468479103584806.zarr,True,True,16777624
1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990,1.2.826.0.1.3680043.8.498.36449778067942242520379608366036964932,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.36449778067942242520379608366036964932,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.36449778067942242520379608366036964932.zarr,True,True,14688798
1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990,1.2.826.0.1.3680043.8.498.54985002772077929835485622965613314531,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.54985002772077929835485622965613314531,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990/1.2.826.0.1.3680043.8.498.54985002772077929835485622965613314531.zarr,True,True,14953812
1.2.826.0.1.3680043.8.498.12614097867016983076979065551985251584,1.2.826.0.1.3680043.8.498.10308941073922061910558687985333192395,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12614097867016983076979065551985251584/1.2.826.0.1.3680043.8.498.10308941073922061910558687985333192395,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12614097867016983076979065551985251584/1.2.826.0.1.3680043.8.498.10308941073922061910558687985333192395.zarr,True,True,12892144
1.2.826.0.1.3680043.8.498.12614097867016983076979065551985251584,1.2.826.0.1.3680043.8.498.39265300686467901282056463671053712863,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.12614097867016983076979065551985251584/1.2.826.0.1.3680043.8.498.39265300686467901282056463671053712863,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.12614097867016983076979065551985251584/1.2.826.0.1.3680043.8.498.39265300686467901282056463671053712863.zarr,True,True,3179988
