study_uid,series_uid,status,reason,n_files,modality,sop_class,rows,columns,pixel_spacing,orientation,n_missing_ipp,n_missing_iop,n_orientation_groups,n_pixel_spacing_groups,n_duplicate_positions,median_spacing_mm,min_spacing_mm,max_spacing_mm,max_spacing_deviation_pct,instance_min,instance_max
1.2.826.0.1.3680043.8.498.19887850741193535685529812263489892001,1.2.826.0.1.3680043.8.498.45716901805821970726732111027239185902,VALID,,70,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.00686781,0.99219471,0.12450905,-0.05985817,0.12469662,-0.99038768",0,0,1,,0,1.499994,1.499979,1.500009,0.0010,1,70
1.2.826.0.1.3680043.8.498.19887850741193535685529812263489892001,1.2.826.0.1.3680043.8.498.56288722371435353867363112303841189347,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,448,448,"0.35714287,0.35714287","0.99818325,0.00065109,-0.06024735,-0.05985817,0.12469662,-0.99038768",0,0,1,,0,3.300000,3.299996,3.300004,0.0001,1,28
1.2.826.0.1.3680043.8.498.19887850741193535685529812263489892001,1.2.826.0.1.3680043.8.498.78366110185732494999906925021098706057,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,864,864,"0.18518518,0.18518518","0.99818325,0.00065109,-0.06024735,-0.05985817,0.12469662,-0.99038768",0,0,1,,0,3.300000,3.299996,3.300004,0.0001,1,28
1.2.826.0.1.3680043.8.498.19887850741193535685529812263489892001,1.2.826.0.1.3680043.8.498.97979918279157951496734097854344700921,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99818325,0.00065109,-0.06024735,0.00686781,0.99219471,0.12450905",0,0,1,,0,3.300000,3.299996,3.300001,0.0001,1,35
1.2.826.0.1.3680043.8.498.19895710326297085463251295629948896948,1.2.826.0.1.3680043.8.498.12374570687407247855221117424345872696,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.00247400,0.99999700,-0.00000000,0.00000396,-0.00000001,-1.00000000",0,0,1,,0,3.300010,3.299010,3.300510,0.0303,1,33
1.2.826.0.1.3680043.8.498.19895710326297085463251295629948896948,1.2.826.0.1.3680043.8.498.12544385607029900595265488105715562050,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.00247401,0.99999700,0.00000000,0.00000393,-0.00000000,-1.00000000",0,0,1,,0,3.300010,3.299010,3.300510,0.0303,1,33
1.2.826.0.1.3680043.8.498.19895710326297085463251295629948896948,1.2.826.0.1.3680043.8.498.58239794296938648330610814512490229054,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,348,"0.41666700,0.41666700","0.99448700,0.10034200,-0.03043550,-0.03326180,0.02661510,-0.99909200",0,0,1,,0,3.300023,3.299923,3.300036,0.0030,1,32
1.2.826.0.1.3680043.8.498.19895710326297085463251295629948896948,1.2.826.0.1.3680043.8.498.60583398903499764660237792668260389662,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,300,"0.51250000,0.51250000","0.99516900,0.09733870,-0.01279560,-0.09685720,0.99471700,0.03401570",0,0,1,,0,3.299992,3.299959,3.300094,0.0031,1,36
1.2.826.0.1.3680043.8.498.19895710326297085463251295629948896948,1.2.826.0.1.3680043.8.498.67542922061718156841895421593032558081,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.99449000,0.10034000,-0.03035060,-0.03317730,0.02662360,-0.99909500",0,0,1,,0,3.300028,3.299928,3.300034,0.0030,1,32
1.2.826.0.1.3680043.8.498.19925337578871911327225897926650188274,1.2.826.0.1.3680043.8.498.30476174448276845160808424010689496237,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.00000095,1.00000000,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300000,3.299600,3.300000,0.0121,1,33
1.2.826.0.1.3680043.8.498.19925337578871911327225897926650188274,1.2.826.0.1.3680043.8.498.41349551349113784418341937453473888648,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,300,"0.51250000,0.51250000","0.99963700,0.00284325,-0.02680030,-0.00296599,0.99998500,-0.00454116",0,0,1,,0,3.300008,3.299908,3.300039,0.0030,1,36
1.2.826.0.1.3680043.8.498.19925337578871911327225897926650188274,1.2.826.0.1.3680043.8.498.48160277096113644370934238934486402829,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.00000100,1.00000000,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300000,3.299600,3.300000,0.0121,1,33
1.2.826.0.1.3680043.8.498.19925337578871911327225897926650188274,1.2.826.0.1.3680043.8.498.49245794465960565217368275009886989457,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,348,384,"0.41666700,0.41666700","0.99996800,0.00035334,-0.00802089,-0.00802867,0.04385660,-0.99900600",0,0,1,,0,3.299978,3.299954,3.300078,0.0030,1,32
1.2.826.0.1.3680043.8.498.19925337578871911327225897926650188274,1.2.826.0.1.3680043.8.498.69905618915951856850020075201168200463,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.38461500,0.38461500","0.99927600,0.02307460,0.03024120,0.03803900,-0.60616400,-0.79443000",0,0,1,,0,3.600004,3.599943,3.600083,0.0022,1,25
1.2.826.0.1.3680043.8.498.19925337578871911327225897926650188274,1.2.826.0.1.3680043.8.498.73810670804489887217206266865913920729,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.99996800,0.00035334,-0.00802089,-0.00802867,0.04385660,-0.99900600",0,0,1,,0,3.299978,3.299974,3.300078,0.0030,1,32
1.2.826.0.1.3680043.8.498.19965044457637713843792494926652048462,1.2.826.0.1.3680043.8.498.17478433496779454214674792244609654987,VALID,,40,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23440000,0.23440000","0.99845805,-0.01597850,0.05316209,0.01342712,0.99875665,0.04800899",0,0,1,,0,3.499991,3.499986,3.500091,0.0028,1,40
1.2.826.0.1.3680043.8.498.19965044457637713843792494926652048462,1.2.826.0.1.3680043.8.498.52685041885783549821075131500406040399,VALID,,39,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29300000,0.29300000","0.98963863,0.14105166,0.02682933,0.01601908,0.07722445,-0.99688504",0,0,1,,0,3.500002,3.499946,3.500052,0.0016,1,39
1.2.826.0.1.3680043.8.498.19965044457637713843792494926652048462,1.2.826.0.1.3680043.8.498.60025353697014161375899969150850062015,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29300000,0.29300000","-0.15491663,0.98777069,0.01760427,0.02402603,0.02158096,-0.99947837",0,0,1,,0,4.499950,4.499635,4.500641,0.0154,1,24
1.2.826.0.1.3680043.8.498.19965044457637713843792494926652048462,1.2.826.0.1.3680043.8.498.67504449262735576264920595125838392059,VALID,,39,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29300000,0.29300000","0.98963858,0.14105208,0.02682902,0.01601878,0.07722468,-0.99688502",0,0,1,,0,3.499989,3.499946,3.500052,0.0018,1,39
1.2.826.0.1.3680043.8.498.19965044457637713843792494926652048462,1.2.826.0.1.3680043.8.498.90586230071070700171633293127472610003,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29300000,0.29300000","-0.15491621,0.98777075,0.01760432,0.02402570,0.02158101,-0.99947838",0,0,1,,0,4.499950,4.499635,4.500641,0.0154,1,24
1.2.826.0.1.3680043.8.498.19977273190231806393528180968361858122,1.2.826.0.1.3680043.8.498.12708522205026444072919978992505744269,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31124750,0.31124750","-0.19367881,0.98099989,0.01130165,-0.03802435,0.00400497,-0.99926877",0,0,1,,0,3.300003,3.299995,3.300010,0.0002,1,30
1.2.826.0.1.3680043.8.498.19977273190231806393528180968361858122,1.2.826.0.1.3680043.8.498.29910057985434548550826049558338532646,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99417031,-0.10126151,-0.03703447,-0.03679630,0.00421952,-0.99931389",0,0,1,,0,3.700000,3.699998,3.700005,0.0002,1,28
1.2.826.0.1.3680043.8.498.19977273190231806393528180968361858122,1.2.826.0.1.3680043.8.498.50841582421178995690011595958018396496,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,448,448,"0.35714287,0.35714287","0.99932659,0.00000000,-0.03669315,0.00000000,1.00000000,0.00000000",0,0,1,,0,4.400000,4.399997,4.400004,0.0001,1,30
1.2.826.0.1.3680043.8.498.19977273190231806393528180968361858122,1.2.826.0.1.3680043.8.498.90379137953625930379424850396961647525,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31124750,0.31124750","-0.19367881,0.98099989,0.01130165,-0.03802435,0.00400497,-0.99926877",0,0,1,,0,3.300003,3.299995,3.300010,0.0002,1,30
1.2.826.0.1.3680043.8.498.20023559426196341254845485444587607391,1.2.826.0.1.3680043.8.498.11035287118941519122733726431905666905,VALID,,22,MR,1.2.840.10008.5.1.4.1.1.4,576,576,"0.29513890,0.29513890","0.99311972,0.08806516,0.07718644,-0.09758482,0.98672974,0.12977539",0,0,1,,0,5.528423,5.528420,5.528424,0.0001,1,22
1.2.826.0.1.3680043.8.498.20023559426196341254845485444587607391,1.2.826.0.1.3680043.8.498.37241997076364900439820638362928047328,VALID,,22,MR,1.2.840.10008.5.1.4.1.1.4,576,576,"0.27777779,0.27777779","0.00532774,0.99461174,0.10353303,-0.05047298,0.10367000,-0.99333024",0,0,1,,0,4.500001,4.499994,4.500001,0.0002,1,22
1.2.826.0.1.3680043.8.498.20023559426196341254845485444587607391,1.2.826.0.1.3680043.8.498.44580128648548841243425231528227059446,VALID,,18,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.99852312,0.05384776,-0.00720810,-0.01345312,0.11653075,-0.99309599",0,0,1,,0,5.000000,4.999995,5.000002,0.0001,1,18
1.2.826.0.1.3680043.8.498.20023559426196341254845485444587607391,1.2.826.0.1.3680043.8.498.57177290392493442737175320599956334090,VALID,,18,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.33333334,0.33333334","0.99852312,0.05384776,-0.00720810,-0.01345312,0.11653075,-0.99309599",0,0,1,,0,5.000000,4.999995,5.000002,0.0001,1,18
1.2.826.0.1.3680043.8.498.20023559426196341254845485444587607391,1.2.826.0.1.3680043.8.498.97185137148528986072446965258094667172,VALID,,22,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.33333334,0.33333334","0.00532774,0.99461174,0.10353303,-0.05047298,0.10367000,-0.99333024",0,0,1,,0,4.500001,4.499994,4.500001,0.0002,1,22
1.2.826.0.1.3680043.8.498.20063306448698185569553477478719533390,1.2.826.0.1.3680043.8.498.12172494624534065850930467525454219800,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","-0.06098300,0.99813900,0.00000002,0.00000021,0.00000004,-1.00000000",0,0,1,,0,3.300027,3.299190,3.300188,0.0254,1,33
1.2.826.0.1.3680043.8.498.20063306448698185569553477478719533390,1.2.826.0.1.3680043.8.498.12957807429037643884499493892596548170,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.99818500,0.05968240,-0.00802827,-0.00838725,0.00576663,-0.99994800",0,0,1,,0,3.300037,3.299937,3.300038,0.0030,1,32
1.2.826.0.1.3680043.8.498.20063306448698185569553477478719533390,1.2.826.0.1.3680043.8.498.13099709769306990640720170865133633712,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.38461500,0.38461500","0.99927600,0.02501520,0.02865660,0.03803900,-0.65714500,-0.75280400",0,0,1,,0,3.600006,3.599934,3.600075,0.0020,1,25
1.2.826.0.1.3680043.8.498.20063306448698185569553477478719533390,1.2.826.0.1.3680043.8.498.47424846350075902218865591937182679099,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,300,"0.51250000,0.51250000","0.99998700,0.00298809,0.00410776,-0.00296703,0.99998200,-0.00512425",0,0,1,,0,3.299972,3.299952,3.300072,0.0030,1,36
1.2.826.0.1.3680043.8.498.20063306448698185569553477478719533390,1.2.826.0.1.3680043.8.498.67688831152973306672465372239485233979,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","-0.06098300,0.99813900,0.00000001,-0.00000000,0.00000001,-1.00000000",0,0,1,,0,3.300027,3.299190,3.300188,0.0254,1,33
1.2.826.0.1.3680043.8.498.20063306448698185569553477478719533390,1.2.826.0.1.3680043.8.498.97649334101626366289724790464760926261,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,348,"0.41666700,0.41666700","0.99818500,0.05968240,-0.00802827,-0.00838725,0.00576663,-0.99994800",0,0,1,,0,3.300037,3.299937,3.300038,0.0030,1,32
1.2.826.0.1.3680043.8.498.20123813962665544845986028832159432587,1.2.826.0.1.3680043.8.498.12687860397380878968117022462647254996,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.16194989,0.98675615,-0.00919287,0.08775187,-0.02367984,-0.99586087",0,0,1,,0,3.300002,3.299995,3.300010,0.0002,1,35
1.2.826.0.1.3680043.8.498.20123813962665544845986028832159432587,1.2.826.0.1.3680043.8.498.76070861133360673734776499818505093067,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99597043,-0.00000000,0.08968212,0.00000000,1.00000000,0.00000000",0,0,1,,0,4.400001,4.399994,4.400001,0.0002,1,30
1.2.826.0.1.3680043.8.498.20123813962665544845986028832159432587,1.2.826.0.1.3680043.8.498.77913005389977338744237972910868903984,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31449163,0.31449163","0.98519361,0.14574152,0.09029385,0.08809186,0.02150604,-0.99588019",0,0,1,,0,3.700000,3.699997,3.700003,0.0001,1,30
1.2.826.0.1.3680043.8.498.20123813962665544845986028832159432587,1.2.826.0.1.3680043.8.498.96808042190949595896542232647623224479,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.16194989,0.98675615,-0.00919287,0.08775187,-0.02367984,-0.99586087",0,0,1,,0,3.300002,3.299995,3.300010,0.0002,1,35
1.2.826.0.1.3680043.8.498.20134168618929769962391688049013971830,1.2.826.0.1.3680043.8.498.10037702445482286030346900811136595809,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.21875000,0.21875000","0.98669616,0.13498065,0.09061411,0.09250696,-0.00780462,-0.99568145",0,0,1,,0,3.300000,3.299997,3.300002,0.0001,1,30
1.2.826.0.1.3680043.8.498.20134168618929769962391688049013971830,1.2.826.0.1.3680043.8.498.13030802083996377030875521008757539425,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.36458334,0.36458334","0.98669616,0.13498065,0.09061411,0.09250696,-0.00780462,-0.99568145",0,0,1,,0,3.300000,3.299997,3.300002,0.0001,1,30
1.2.826.0.1.3680043.8.498.20134168618929769962391688049013971830,1.2.826.0.1.3680043.8.498.45159244927502720417238460552600386903,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.43750000,0.43750000","0.98812829,0.14983775,0.03392829,-0.14855845,0.98819101,-0.03753555",0,0,1,,0,4.550000,4.549994,4.550002,0.0001,1,30
1.2.826.0.1.3680043.8.498.20134168618929769962391688049013971830,1.2.826.0.1.3680043.8.498.70004411465192148499865921586061458323,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","-0.13678117,0.99016127,-0.02952245,0.10146971,-0.01564119,-0.99471566",0,0,1,,0,3.000001,2.999990,3.000005,0.0004,1,34
1.2.826.0.1.3680043.8.498.20134168618929769962391688049013971830,1.2.826.0.1.3680043.8.498.74746365934563371258223236405420153893,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,768,768,"0.19531250,0.19531250","-0.13678117,0.99016127,-0.02952245,0.10146971,-0.01564119,-0.99471566",0,0,1,,0,3.000001,2.999990,3.000005,0.0004,1,34
1.2.826.0.1.3680043.8.498.20156361590688072955579948030116579099,1.2.826.0.1.3680043.8.498.10757890059717982918679785653259401400,VALID,,21,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","-0.10857700,0.99408800,0.00070330,0.00452800,0.00120203,-0.99998900",0,0,1,,0,4.400000,4.399956,4.400056,0.0013,1,21
1.2.826.0.1.3680043.8.498.20156361590688072955579948030116579099,1.2.826.0.1.3680043.8.498.11326115210237828278674363965976312056,VALID,,23,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39060000,0.39060000","0.98960200,0.14238800,0.02032200,0.00745338,0.09033350,-0.99588400",0,0,1,,0,4.400026,4.399937,4.400036,0.0020,1,23
1.2.826.0.1.3680043.8.498.20156361590688072955579948030116579099,1.2.826.0.1.3680043.8.498.12496022905207651570302081331321487053,VALID,,21,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","-0.10857700,0.99408800,0.00070321,0.00452788,0.00120190,-0.99998900",0,0,1,,0,4.399985,4.399956,4.400056,0.0016,1,21
1.2.826.0.1.3680043.8.498.20156361590688072955579948030116579099,1.2.826.0.1.3680043.8.498.21960239809086643753176287423873422112,VALID,,21,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","-0.10857700,0.99408800,0.00070298,0.00452929,0.00120190,-0.99998900",0,0,1,,0,4.400006,4.399956,4.400066,0.0014,1,21
1.2.826.0.1.3680043.8.498.20156361590688072955579948030116579099,1.2.826.0.1.3680043.8.498.78333421841381892498110533815117739362,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.99680200,0.04653630,0.06495780,-0.05284870,0.99367200,0.09910880",0,0,1,,0,5.000028,4.999923,5.000038,0.0021,1,26
1.2.826.0.1.3680043.8.498.20184541870535223885310764061146422870,1.2.826.0.1.3680043.8.498.10801901960200854666072300884511585263,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.59375000,0.59375000","0.19338800,0.98112200,0.00000002,-0.09795730,0.01930830,-0.99500300",0,0,1,,0,3.299978,3.299440,3.300516,0.0163,1,35
1.2.826.0.1.3680043.8.498.20184541870535223885310764061146422870,1.2.826.0.1.3680043.8.498.70521700752910770270351352831225078813,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.49479200,0.49479200","0.19338800,0.98112200,0.00000002,-0.09795730,0.01930830,-0.99500300",0,0,1,,0,3.299978,3.299440,3.300516,0.0163,1,35
1.2.826.0.1.3680043.8.498.20184541870535223885310764061146422870,1.2.826.0.1.3680043.8.498.75945280503014786759859884763802538882,VALID,,46,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.50781200,0.50781200","0.98593000,-0.16707900,0.00515097,0.16709700,0.98593500,-0.00331290",0,0,1,,0,3.299964,3.299950,3.300064,0.0030,1,46
1.2.826.0.1.3680043.8.498.20184541870535223885310764061146422870,1.2.826.0.1.3680043.8.498.89863571209784058452903438351005322426,VALID,,43,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.54687500,0.54687500","0.98338100,-0.18154100,-0.00205277,-0.00152654,0.00303834,-0.99999400",0,0,1,,0,3.299982,3.299930,3.300213,0.0070,1,43
1.2.826.0.1.3680043.8.498.20192024727432864451309151144591371229,1.2.826.0.1.3680043.8.498.12224345473500792977042642450526536657,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.94330093,-0.33103886,-0.02442599,-0.03050104,-0.01316809,-0.99944799",0,0,1,,0,3.510000,3.509998,3.510003,0.0001,1,32
1.2.826.0.1.3680043.8.498.20192024727432864451309151144591371229,1.2.826.0.1.3680043.8.498.21697502783870008318553188655699751524,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.24999999,0.24999999","0.94330093,-0.33103886,-0.02442599,-0.03050104,-0.01316809,-0.99944799",0,0,1,,0,3.510000,3.509998,3.510003,0.0001,1,32
1.2.826.0.1.3680043.8.498.20192024727432864451309151144591371229,1.2.826.0.1.3680043.8.498.30805291642060106124242691031472812791,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.24999999,0.24999999","0.20304510,0.97914452,0.00697866,-0.02535603,0.01238255,-0.99960179",0,0,1,,0,4.520001,4.519993,4.520004,0.0002,1,26
1.2.826.0.1.3680043.8.498.20192024727432864451309151144591371229,1.2.826.0.1.3680043.8.498.40295211164374335888286997510928688484,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.99677281,-0.00239231,-0.08023871,-0.00347941,0.99732890,-0.07295856",0,0,1,,0,4.520000,4.519998,4.520003,0.0001,1,30
1.2.826.0.1.3680043.8.498.20192024727432864451309151144591371229,1.2.826.0.1.3680043.8.498.57847406871065276072312100018568320672,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.20304510,0.97914452,0.00697866,-0.02535603,0.01238255,-0.99960179",0,0,1,,0,4.520001,4.519993,4.520004,0.0002,1,26
1.2.826.0.1.3680043.8.498.20196165276643741937915346646793735100,1.2.826.0.1.3680043.8.498.10590644275062294508767253018760514744,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.38461500,0.38461500","0.93973800,-0.33182500,-0.08237320,-0.06629750,0.05949970,-0.99602400",0,0,1,,0,2.999936,2.999845,3.000309,0.0124,1,36
1.2.826.0.1.3680043.8.498.20196165276643741937915346646793735100,1.2.826.0.1.3680043.8.498.11180470511504280971938836567073730120,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.38461500,0.38461500","0.93973500,-0.33182300,-0.08241290,-0.06633510,0.05951270,-0.99602100",0,0,1,,0,2.999936,2.999842,3.000281,0.0115,1,36
1.2.826.0.1.3680043.8.498.20196165276643741937915346646793735100,1.2.826.0.1.3680043.8.498.33058179361288258855688941684882199643,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.38461500,0.38461500","0.12912900,0.99087600,0.03860780,-0.07589200,0.04869470,-0.99592600",0,0,1,,0,2.999943,2.999737,3.000833,0.0297,1,36
1.2.826.0.1.3680043.8.498.20196165276643741937915346646793735100,1.2.826.0.1.3680043.8.498.82264323217238564959827546032077957466,VALID,,44,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.38461500,0.38461500","0.95597100,-0.29187000,-0.03050790,0.29343000,0.94921500,0.11352900",0,0,1,,0,3.599969,3.599958,3.600069,0.0028,1,44
1.2.826.0.1.3680043.8.498.20196165276643741937915346646793735100,1.2.826.0.1.3680043.8.498.93502209050112873906516217092073630527,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.38461500,0.38461500","0.12912900,0.99087600,0.03860780,-0.07589160,0.04869470,-0.99592600",0,0,1,,0,2.999943,2.999737,3.000825,0.0294,1,36
1.2.826.0.1.3680043.8.498.20204907530808218314127264658715054041,1.2.826.0.1.3680043.8.498.10019090832164579635579350690996815081,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,448,448,"0.33482143,0.33482143","0.97736700,0.21154600,0.00000000,-0.21154600,0.97736700,0.00000000",0,0,1,,0,4.500000,4.499998,4.500002,0.0000,1,32
1.2.826.0.1.3680043.8.498.20204907530808218314127264658715054041,1.2.826.0.1.3680043.8.498.13159725441745236249106119756392371784,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,416,416,"0.36057692,0.36057692","-0.18497500,0.98274300,0.00000000,-0.01180000,-0.00222100,-0.99992700",0,0,1,,0,4.000001,3.999989,4.000011,0.0003,1,26
1.2.826.0.1.3680043.8.498.20204907530808218314127264658715054041,1.2.826.0.1.3680043.8.498.13370785903492304251833888338073507367,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.46875000,0.46875000","0.98221700,0.18773100,0.00257300,0.00000000,0.01370600,-0.99990600",0,0,1,,0,4.000000,3.999992,4.000003,0.0002,1,26
1.2.826.0.1.3680043.8.498.20204907530808218314127264658715054041,1.2.826.0.1.3680043.8.498.17424169971525085456455045935212256579,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29296875,0.29296875","0.98221700,0.18773100,0.00257300,0.00000000,0.01370500,-0.99990600",0,0,1,,0,4.000000,3.999992,4.000010,0.0002,1,26
1.2.826.0.1.3680043.8.498.20204907530808218314127264658715054041,1.2.826.0.1.3680043.8.498.71582789112069255276248231278643755020,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.31250000,0.31250000","-0.18497500,0.98274300,0.00000000,-0.01180100,-0.00222100,-0.99992700",0,0,1,,0,4.000001,3.999989,4.000011,0.0003,1,26
1.2.826.0.1.3680043.8.498.20232953944759707220316171133595554284,1.2.826.0.1.3680043.8.498.11363309414439675180176323191754729462,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.14650000,0.14650000","0.99733000,0.07117000,-0.01609000,-0.02133000,0.07349000,-0.99707000",0,0,1,,0,3.300000,3.299998,3.300003,0.0001,1,31
1.2.826.0.1.3680043.8.498.20232953944759707220316171133595554284,1.2.826.0.1.3680043.8.498.22132631360759187874046056033023076506,VALID,,44,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.15630000,0.15630000","-0.29723000,0.95442000,0.02698000,0.00154000,0.02874000,-0.99959000",0,0,1,,0,2.200000,2.199997,2.200007,0.0003,1,44
1.2.826.0.1.3680043.8.498.20232953944759707220316171133595554284,1.2.826.0.1.3680043.8.498.30010517423214921969566790288116711174,VALID,,44,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","-0.29723000,0.95442000,0.02698000,0.00154000,0.02874000,-0.99959000",0,0,1,,0,2.200000,2.199997,2.200007,0.0003,1,44
1.2.826.0.1.3680043.8.498.20232953944759707220316171133595554284,1.2.826.0.1.3680043.8.498.85580698730087564978522604357205465891,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29300000,0.29300000","0.99829000,0.05048000,-0.02942000,-0.04807000,0.99583000,0.07759000",0,0,1,,0,4.499998,4.499996,4.500000,0.0001,1,35
1.2.826.0.1.3680043.8.498.20232953944759707220316171133595554284,1.2.826.0.1.3680043.8.498.86545704130244499050147753600066095908,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29300000,0.29300000","0.99733000,0.07117000,-0.01609000,-0.02133000,0.07349000,-0.99707000",0,0,1,,0,3.300000,3.299998,3.300002,0.0001,1,31
1.2.826.0.1.3680043.8.498.20266523169651039493799975212435349766,1.2.826.0.1.3680043.8.498.35554592625765518241292654775855428155,VALID,,20,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.99067700,0.08150940,0.10915400,0.11145500,-0.02421790,-0.99347400",0,0,1,,0,4.950025,4.949923,4.950040,0.0021,1,20
1.2.826.0.1.3680043.8.498.20266523169651039493799975212435349766,1.2.826.0.1.3680043.8.498.50647908153013537700151417449987949262,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","-0.04388750,0.99729500,-0.05895460,0.11141800,-0.05375730,-0.99231900",0,0,1,,0,4.399966,4.399660,4.400658,0.0157,1,25
